Time (ms),Voltage (V),Current (A),Temperature (°C),Motor Speed (RPM),Hall Code,Estimated SOC (%),Ground Truth SOC (%),Residual (%),Fault Label
188200,3.48,4.7,23.8,1128,011,85.8,85.3,0.5,Normal
188300,3.54,1.65,29.0,1372,010,89.5,89.9,0.4,Normal
188400,3.6,4.86,26.1,1113,011,92.9,93.30000000000001,0.4,Normal
188500,3.63,1.82,34.8,1288,010,92.0,90.7,1.3,Warning
188600,3.52,3.97,36.4,1394,000,100.0,97.6,2.4,Warning
188700,3.64,3.19,22.8,1282,010,90.8,91.1,0.3,Normal
188800,3.55,4.54,34.1,1135,010,90.8,88.7,2.1,Warning
188900,3.6,3.22,25.9,1136,011,92.6,92.3,0.3,Normal
189000,3.65,3.14,28.7,1113,101,87.9,86.60000000000001,1.3,Warning
189100,3.6,1.78,30.2,1222,000,98.1,100.3,2.2,Warning
189200,3.56,1.66,39.1,1182,100,93.6,95.5,1.9,Warning
189300,3.59,4.67,25.0,1258,100,87.9,86.2,1.7,Warning
189400,3.59,2.31,34.2,1201,101,96.9,96.0,0.9,Normal
189500,3.56,2.49,24.1,1182,100,85.5,84.4,1.1,Warning
189600,3.57,4.04,23.8,1143,000,99.7,100.8,1.1,Warning
189700,3.76,2.36,30.1,1167,001,98.0,98.1,0.1,Normal
189800,3.66,4.81,30.1,1147,000,93.7,95.7,2.0,Warning
189900,3.57,3.95,15.8,1156,011,86.7,87.5,0.8,Normal
190000,3.67,3.39,35.8,1174,111,88.2,87.7,0.5,Normal
190100,3.57,4.52,19.3,1121,110,89.2,88.2,1.0,Normal
190200,3.72,1.2,29.3,1231,010,88.6,89.19999999999999,0.6,Normal
190300,3.64,2.03,36.6,1366,010,92.5,91.2,1.3,Warning
190400,3.59,2.86,41.0,1386,111,99.2,98.8,0.4,Normal
190500,3.64,1.91,28.2,1219,011,91.7,91.5,0.2,Normal
190600,3.44,3.98,22.8,1345,011,94.9,94.30000000000001,0.6,Normal
190700,3.49,4.68,36.5,1155,110,95.3,91.7,3.6,Fault
190800,3.48,2.7,34.3,1137,110,98.1,97.8,0.3,Normal
190900,3.61,2.37,27.6,1344,010,85.5,83.6,1.9,Warning
191000,3.77,4.85,26.9,1120,110,91.1,89.8,1.3,Warning
191100,3.82,2.78,26.4,1209,110,96.8,96.7,0.1,Normal
191200,3.66,2.96,28.3,1193,110,97.2,99.0,1.8,Warning
191300,3.65,2.41,31.6,1235,111,98.9,99.30000000000001,0.4,Normal
191400,3.42,4.64,27.2,1330,101,95.5,94.9,0.6,Normal
191500,3.55,3.28,27.8,1107,001,88.7,88.4,0.3,Normal
191600,3.52,4.05,33.2,1389,110,92.6,90.19999999999999,2.4,Warning
191700,3.54,4.25,22.6,1350,001,85.5,86.1,0.6,Normal
191800,3.58,2.37,28.1,1186,001,94.7,94.4,0.3,Normal
191900,3.55,2.73,21.6,1303,011,93.3,92.0,1.3,Warning
192000,3.4,4.39,30.5,1318,110,95.0,94.9,0.1,Normal
192100,3.67,2.45,20.3,1340,010,99.0,97.0,2.0,Warning
192200,3.49,4.18,34.5,1357,101,95.3,96.39999999999999,1.1,Warning
192300,3.62,4.76,23.4,1208,010,89.8,91.6,1.8,Warning
192400,3.81,3.49,21.1,1355,110,88.0,87.9,0.1,Normal
192500,3.51,3.97,28.2,1381,010,97.8,97.39999999999999,0.4,Normal
192600,3.35,4.22,38.6,1319,110,87.9,87.10000000000001,0.8,Normal
192700,3.57,4.38,33.6,1182,101,87.4,86.7,0.7,Normal
192800,3.71,2.58,20.4,1206,000,88.1,88.19999999999999,0.1,Normal
192900,3.8,1.21,23.3,1168,101,92.6,94.39999999999999,1.8,Warning
193000,3.48,2.61,28.0,1196,111,86.9,86.60000000000001,0.3,Normal
193100,3.65,3.7,41.2,1311,000,99.1,100.19999999999999,1.1,Warning
193200,3.55,2.8,25.3,1385,100,99.5,98.9,0.6,Normal
193300,3.59,4.0,25.3,1336,000,99.6,100.8,1.2,Warning
193400,3.86,2.43,37.6,1107,001,85.6,84.5,1.1,Warning
193500,3.45,3.54,31.0,1393,111,99.2,96.2,3.0,Warning
193600,3.63,1.75,35.3,1288,001,100.0,100.6,0.6,Normal
193700,3.65,4.0,26.4,1180,111,99.1,100.5,1.4,Warning
193800,3.71,3.18,29.5,1207,101,95.1,92.89999999999999,2.2,Warning
193900,3.61,1.82,36.6,1166,001,95.5,92.3,3.2,Fault
194000,3.63,2.17,29.3,1273,001,86.8,88.2,1.4,Warning
194100,3.56,3.99,35.6,1142,100,98.1,97.69999999999999,0.4,Normal
194200,3.63,2.93,31.9,1286,001,85.9,84.7,1.2,Warning
194300,3.57,1.86,24.8,1299,011,89.8,89.7,0.1,Normal
194400,3.66,4.87,29.9,1138,011,99.9,102.0,2.1,Warning
194500,3.56,3.86,34.9,1319,011,91.3,92.89999999999999,1.6,Warning
194600,3.64,4.83,33.3,1103,000,87.0,88.4,1.4,Warning
194700,3.6,2.71,29.8,1220,101,99.5,100.6,1.1,Warning
194800,3.71,2.9,20.5,1176,101,99.8,99.2,0.6,Normal
194900,3.59,4.59,21.0,1278,010,87.8,85.7,2.1,Warning
195000,3.42,3.1,22.1,1232,100,98.0,99.5,1.5,Warning
195100,3.73,3.83,27.4,1328,011,90.9,91.60000000000001,0.7,Normal
195200,3.51,2.01,28.1,1375,011,90.7,91.9,1.2,Warning
195300,3.53,2.79,22.6,1251,001,88.9,88.0,0.9,Normal
195400,3.54,1.49,35.1,1263,011,85.7,86.4,0.7,Normal
195500,3.74,1.82,23.7,1389,001,89.0,90.0,1.0,Normal
195600,3.39,1.0,23.1,1208,001,85.8,87.7,1.9,Warning
195700,3.91,1.16,30.4,1225,010,98.9,96.4,2.5,Warning
195800,3.71,4.91,34.9,1339,000,94.9,91.10000000000001,3.8,Fault
195900,3.62,1.97,40.3,1245,001,98.3,97.7,0.6,Normal
196000,3.59,3.65,32.9,1351,001,95.8,93.1,2.7,Warning
196100,3.63,4.36,37.9,1282,101,87.0,87.4,0.4,Normal
196200,3.65,3.2,23.9,1171,010,99.1,98.6,0.5,Normal
196300,3.66,1.61,40.8,1318,001,98.5,97.0,1.5,Warning
196400,3.66,3.91,20.7,1306,100,90.2,90.8,0.6,Normal
196500,3.61,3.4,27.5,1272,000,86.7,86.4,0.3,Normal
196600,3.58,3.93,32.8,1240,111,95.6,95.5,0.1,Normal
196700,3.58,4.08,22.0,1371,100,95.9,94.7,1.2,Warning
196800,3.58,4.9,25.4,1313,011,98.5,97.9,0.6,Normal
196900,3.71,3.29,24.6,1368,000,85.8,86.39999999999999,0.6,Normal
197000,3.66,2.37,28.4,1119,011,87.1,87.1,0.0,Normal
197100,3.31,3.59,37.1,1165,101,94.0,91.8,2.2,Warning
197200,3.67,1.27,30.1,1246,110,94.3,93.0,1.3,Warning
197300,3.62,4.59,27.7,1264,110,85.5,84.3,1.2,Warning
197400,3.6,1.48,15.6,1105,110,91.0,87.1,3.9,Fault
197500,3.56,2.31,32.3,1113,001,93.8,95.0,1.2,Warning
197600,3.71,4.26,34.0,1231,010,96.1,94.5,1.6,Warning
197700,3.69,3.39,21.5,1342,100,89.7,89.10000000000001,0.6,Normal
197800,3.52,2.57,29.7,1330,011,92.3,91.3,1.0,Normal
197900,3.64,2.89,31.0,1327,001,97.2,96.4,0.8,Normal
198000,3.5,4.42,34.8,1261,110,99.3,99.89999999999999,0.6,Normal
198100,3.46,2.36,26.4,1382,100,88.5,89.6,1.1,Warning
198200,3.54,4.48,25.6,1362,100,88.8,88.3,0.5,Normal
198300,3.69,1.35,27.7,1230,101,99.1,99.8,0.7,Normal
198400,3.7,4.11,36.4,1324,101,90.9,91.0,0.1,Normal
198500,3.65,4.39,35.2,1357,110,95.8,94.1,1.7,Warning
198600,3.67,1.73,29.9,1333,011,94.2,95.5,1.3,Warning
198700,3.65,2.72,35.1,1123,110,89.3,89.1,0.2,Normal
198800,3.54,1.66,18.2,1370,110,94.8,92.7,2.1,Warning
198900,3.64,3.83,34.0,1194,001,94.8,95.1,0.3,Normal
199000,3.68,3.14,24.4,1241,010,93.9,91.2,2.7,Warning
199100,3.68,3.54,38.8,1281,110,86.5,88.3,1.8,Warning
199200,3.72,1.79,24.7,1305,011,99.9,96.7,3.2,Fault
199300,3.67,1.85,25.7,1180,100,91.0,90.5,0.5,Normal
199400,3.64,1.17,32.8,1373,100,94.6,96.1,1.5,Warning
199500,3.71,2.29,33.3,1375,111,98.3,96.6,1.7,Warning
199600,3.6,3.24,27.8,1307,000,91.3,90.2,1.1,Warning
199700,3.51,4.43,31.9,1395,110,96.6,94.0,2.6,Warning
199800,3.58,3.67,32.5,1138,111,99.6,101.39999999999999,1.8,Warning
199900,3.53,2.74,32.0,1387,111,90.4,91.5,1.1,Warning
200000,3.53,4.81,28.0,1223,001,91.1,89.39999999999999,1.7,Warning
200100,3.59,3.88,32.5,1382,000,98.6,94.3,4.3,Fault
200200,3.52,4.72,37.0,1279,101,87.4,86.0,1.4,Warning
200300,3.57,3.11,23.9,1196,010,85.4,83.80000000000001,1.6,Warning
200400,3.41,2.04,25.8,1290,011,98.6,99.19999999999999,0.6,Normal
200500,3.62,1.21,30.1,1173,110,97.3,97.1,0.2,Normal
200600,3.6,3.9,24.7,1372,100,99.6,100.0,0.4,Normal
200700,3.52,1.49,21.0,1148,001,85.9,84.60000000000001,1.3,Warning
200800,3.67,2.21,35.5,1309,100,87.3,85.39999999999999,1.9,Warning
200900,3.69,3.13,18.9,1215,110,86.6,85.8,0.8,Normal
201000,3.44,3.26,28.0,1122,101,95.3,93.6,1.7,Warning
201100,3.52,3.4,33.8,1197,000,94.1,93.6,0.5,Normal
201200,3.52,1.67,31.3,1289,110,90.4,87.9,2.5,Warning
201300,3.51,2.52,28.1,1281,000,85.9,86.7,0.8,Normal
201400,3.68,3.47,24.5,1247,011,94.6,92.0,2.6,Warning
201500,3.58,4.88,31.7,1122,001,93.6,94.19999999999999,0.6,Normal
201600,3.57,3.91,25.1,1204,101,86.7,86.2,0.5,Normal
201700,3.4,4.69,31.3,1262,001,98.6,99.89999999999999,1.3,Warning
201800,3.66,4.05,30.7,1166,011,88.0,86.7,1.3,Warning
201900,3.48,3.37,30.8,1389,101,96.2,95.5,0.7,Normal
202000,3.61,1.77,26.8,1388,111,98.3,96.7,1.6,Warning
202100,3.63,3.67,40.2,1145,101,93.7,95.8,2.1,Warning
202200,3.74,3.49,31.8,1180,000,88.7,88.0,0.7,Normal
202300,3.47,3.41,28.6,1246,000,89.6,88.5,1.1,Warning
202400,3.3,2.96,31.3,1321,000,98.3,99.3,1.0,Normal
202500,3.62,3.11,26.1,1114,100,89.5,88.2,1.3,Warning
202600,3.78,2.34,28.1,1220,111,96.2,99.10000000000001,2.9,Warning
202700,3.72,3.08,42.0,1177,010,99.9,99.60000000000001,0.3,Normal
202800,3.62,1.79,26.2,1394,110,100.0,97.4,2.6,Warning
202900,3.55,4.22,29.6,1340,000,93.0,92.7,0.3,Normal
203000,3.68,1.74,27.7,1117,010,97.4,98.0,0.6,Normal
203100,3.5,1.34,24.8,1355,010,99.9,99.5,0.4,Normal
203200,3.65,2.74,32.1,1376,001,90.6,90.0,0.6,Normal
203300,3.65,3.63,30.2,1126,011,88.8,87.0,1.8,Warning
203400,3.71,2.75,34.6,1101,100,86.7,86.0,0.7,Normal
203500,3.88,2.11,34.1,1394,010,87.1,85.5,1.6,Warning
203600,3.64,3.23,34.5,1338,110,97.8,97.2,0.6,Normal
203700,3.55,2.39,25.4,1112,100,93.8,94.39999999999999,0.6,Normal
203800,3.6,4.73,33.2,1283,001,98.1,99.69999999999999,1.6,Warning
203900,3.42,4.69,33.3,1293,000,96.8,95.7,1.1,Warning
204000,3.53,3.01,24.9,1155,101,95.1,98.3,3.2,Fault
204100,3.56,2.31,28.4,1329,010,94.1,96.19999999999999,2.1,Warning
204200,3.55,3.95,22.7,1127,011,85.7,87.3,1.6,Warning
204300,3.62,1.15,33.3,1170,101,98.1,96.5,1.6,Warning
204400,3.52,2.9,33.3,1309,001,91.3,93.0,1.7,Warning
204500,3.71,2.35,37.2,1283,100,93.4,92.2,1.2,Warning
204600,3.6,4.68,28.9,1140,110,85.3,86.3,1.0,Normal
204700,3.6,1.05,32.3,1359,111,99.0,98.7,0.3,Normal
204800,3.57,3.21,34.9,1183,000,98.5,98.1,0.4,Normal
204900,3.62,3.96,26.2,1145,100,93.1,92.8,0.3,Normal
205000,3.68,2.94,25.5,1258,011,93.7,94.2,0.5,Normal
205100,3.51,1.34,26.4,1106,010,95.6,97.39999999999999,1.8,Warning
205200,3.53,4.89,28.3,1235,011,89.0,88.5,0.5,Normal
205300,3.57,3.07,25.6,1282,100,88.3,87.0,1.3,Warning
205400,3.47,3.46,26.6,1296,100,95.1,93.6,1.5,Warning
205500,3.52,1.95,34.4,1271,101,86.6,86.0,0.6,Normal
205600,3.55,2.93,29.5,1375,011,91.8,90.89999999999999,0.9,Normal
205700,3.69,2.72,31.5,1177,011,92.4,93.10000000000001,0.7,Normal
205800,3.63,1.3,27.2,1277,011,90.7,89.5,1.2,Warning
205900,3.62,1.42,26.9,1126,000,87.8,86.7,1.1,Warning
206000,3.69,4.35,31.4,1219,110,90.3,90.2,0.1,Normal
206100,3.59,1.96,30.6,1380,100,90.1,89.5,0.6,Normal
206200,3.64,1.78,33.9,1295,001,92.5,92.0,0.5,Normal
206300,3.59,3.02,36.5,1376,000,95.1,93.89999999999999,1.2,Warning
206400,3.63,4.07,26.5,1117,000,99.5,101.3,1.8,Warning
206500,3.54,1.25,34.3,1394,000,87.2,89.0,1.8,Warning
206600,3.36,3.31,24.6,1370,101,98.1,99.89999999999999,1.8,Warning
206700,3.59,1.48,40.4,1152,111,89.3,89.5,0.2,Normal
206800,3.74,1.15,26.1,1393,110,93.9,92.7,1.2,Warning
206900,3.69,1.21,33.5,1151,110,93.2,96.10000000000001,2.9,Warning
207000,3.7,4.34,24.6,1315,001,93.4,92.80000000000001,0.6,Normal
207100,3.72,1.47,29.2,1171,111,95.9,93.60000000000001,2.3,Warning
207200,3.61,1.18,37.7,1127,011,90.7,89.8,0.9,Normal
207300,3.62,2.75,25.9,1351,101,89.8,92.3,2.5,Warning
207400,3.54,4.38,41.0,1134,100,97.8,96.5,1.3,Warning
207500,3.57,2.05,30.0,1300,111,88.3,87.39999999999999,0.9,Normal
207600,3.66,2.69,34.9,1348,010,87.7,87.7,0.0,Normal
207700,3.72,1.16,32.0,1198,101,85.2,84.4,0.8,Normal
207800,3.59,2.8,32.3,1239,010,88.2,89.8,1.6,Warning
207900,3.55,3.31,22.9,1182,100,92.8,92.2,0.6,Normal
208000,3.6,3.28,27.6,1147,001,93.1,91.89999999999999,1.2,Warning
208100,3.66,2.33,36.0,1377,110,88.8,89.3,0.5,Normal
208200,3.46,2.26,28.3,1347,010,86.1,86.3,0.2,Normal
208300,3.37,1.43,30.7,1276,000,96.2,96.60000000000001,0.4,Normal
208400,3.54,2.47,22.3,1151,101,96.4,96.60000000000001,0.2,Normal
208500,3.48,1.4,27.3,1178,111,100.0,100.7,0.7,Normal
208600,3.55,4.07,35.6,1163,111,98.5,99.2,0.7,Normal
208700,3.59,4.87,23.6,1107,010,98.9,97.60000000000001,1.3,Warning
208800,3.55,4.88,33.6,1313,100,97.0,99.1,2.1,Warning
208900,3.75,4.46,30.9,1124,110,94.2,93.4,0.8,Normal
209000,3.63,3.4,28.8,1355,000,86.9,85.60000000000001,1.3,Warning
209100,3.63,3.8,28.6,1342,111,94.3,95.8,1.5,Warning
209200,3.66,2.14,27.5,1297,010,85.8,85.39999999999999,0.4,Normal
209300,3.49,3.52,28.0,1193,110,98.3,99.2,0.9,Normal
209400,3.7,2.82,34.6,1306,100,92.2,90.0,2.2,Warning
209500,3.59,2.93,27.8,1114,001,95.5,95.3,0.2,Normal
209600,3.67,4.03,39.0,1277,100,85.8,83.1,2.7,Warning
209700,3.49,2.13,31.5,1174,001,93.0,90.5,2.5,Warning
209800,3.44,2.27,27.1,1203,111,89.5,88.5,1.0,Normal
209900,3.68,4.7,34.9,1393,110,89.3,85.6,3.7,Fault
210000,3.64,1.22,33.1,1267,110,90.8,92.7,1.9,Warning
210100,3.51,2.94,21.7,1214,000,85.0,82.3,2.7,Warning
210200,3.51,4.65,24.8,1138,100,92.0,91.9,0.1,Normal
210300,3.71,3.44,29.4,1372,011,92.3,92.0,0.3,Normal
210400,3.48,3.19,22.1,1234,111,97.9,98.10000000000001,0.2,Normal
210500,3.76,2.0,40.5,1331,101,91.7,93.4,1.7,Warning
210600,3.51,2.37,34.1,1138,011,90.5,89.1,1.4,Warning
210700,3.66,4.41,29.9,1390,111,99.9,101.30000000000001,1.4,Warning
210800,3.57,3.24,28.3,1146,011,93.6,94.0,0.4,Normal
210900,3.66,3.06,27.0,1135,011,92.1,92.39999999999999,0.3,Normal
211000,3.55,1.4,20.2,1194,101,92.4,90.4,2.0,Warning
211100,3.58,1.06,21.3,1112,011,97.1,96.69999999999999,0.4,Normal
211200,3.6,4.85,39.5,1245,001,90.1,93.3,3.2,Fault
211300,3.5,2.51,37.9,1164,100,90.8,91.6,0.8,Normal
211400,3.67,3.41,27.1,1327,110,96.3,98.1,1.8,Warning
211500,3.55,1.32,34.5,1341,000,86.1,84.8,1.3,Warning
211600,3.58,3.73,32.5,1107,011,98.0,99.3,1.3,Warning
211700,3.5,4.73,33.1,1142,110,91.5,91.9,0.4,Normal
211800,3.34,3.3,22.9,1343,011,93.7,90.60000000000001,3.1,Fault
211900,3.58,1.5,21.0,1280,111,96.4,94.9,1.5,Warning
212000,3.84,3.33,35.9,1184,000,89.0,90.2,1.2,Warning
212100,3.68,4.07,20.1,1254,111,98.4,96.7,1.7,Warning
212200,3.6,2.63,29.3,1374,000,99.7,100.3,0.6,Normal
212300,3.57,4.52,28.2,1122,011,92.4,90.7,1.7,Warning
212400,3.6,3.59,27.7,1214,001,99.1,99.19999999999999,0.1,Normal
212500,3.65,4.6,31.6,1398,110,85.0,85.9,0.9,Normal
212600,3.48,3.49,26.6,1198,000,98.4,99.5,1.1,Warning
212700,3.71,1.53,32.0,1203,100,89.7,88.8,0.9,Normal
212800,3.67,2.24,30.7,1150,110,89.7,87.8,1.9,Warning
212900,3.67,1.81,40.5,1211,100,88.4,87.30000000000001,1.1,Warning
213000,3.64,4.64,23.1,1343,110,89.8,89.89999999999999,0.1,Normal
213100,3.6,4.04,30.1,1268,001,88.2,90.4,2.2,Warning
213200,3.67,3.71,32.2,1171,111,98.6,99.1,0.5,Normal
213300,3.66,2.2,28.7,1238,101,98.5,99.9,1.4,Warning
213400,3.56,1.74,23.3,1330,111,86.5,83.9,2.6,Warning
213500,3.54,4.03,36.3,1338,010,87.1,87.19999999999999,0.1,Normal
213600,3.61,2.9,31.7,1352,001,97.9,96.9,1.0,Normal
213700,3.75,1.9,23.7,1148,011,91.0,91.0,0.0,Normal
213800,3.48,3.47,32.2,1171,010,87.5,86.4,1.1,Warning
213900,3.45,1.16,38.5,1362,011,92.7,91.10000000000001,1.6,Warning
214000,3.62,2.3,29.8,1321,100,91.3,87.3,4.0,Fault
214100,3.61,2.87,30.0,1176,000,88.3,88.5,0.2,Normal
214200,3.62,1.59,37.8,1161,110,95.8,93.7,2.1,Warning
214300,3.62,4.94,25.1,1256,011,94.5,93.6,0.9,Normal
214400,3.58,1.84,38.6,1393,100,86.5,86.9,0.4,Normal
214500,3.75,1.52,34.9,1224,001,98.9,99.2,0.3,Normal
214600,3.44,1.81,25.4,1328,011,93.4,92.2,1.2,Warning
214700,3.52,4.08,26.7,1260,111,88.8,88.7,0.1,Normal
214800,3.59,2.7,27.4,1128,100,88.1,87.39999999999999,0.7,Normal
214900,3.44,3.26,20.8,1213,000,87.0,85.5,1.5,Warning
215000,3.58,1.08,31.3,1178,110,91.4,87.2,4.2,Fault
215100,3.77,1.14,25.6,1122,011,87.0,86.5,0.5,Normal
215200,3.6,2.78,31.5,1205,101,91.2,92.4,1.2,Warning
215300,3.62,4.27,23.5,1230,100,87.2,86.10000000000001,1.1,Warning
215400,3.47,4.54,34.6,1272,011,94.9,95.10000000000001,0.2,Normal
215500,3.54,1.35,33.7,1363,000,96.8,93.5,3.3,Fault
215600,3.56,3.15,26.5,1384,110,93.2,93.4,0.2,Normal
215700,3.57,4.65,31.8,1101,011,95.2,94.7,0.5,Normal
215800,3.73,2.55,30.4,1332,011,99.1,97.69999999999999,1.4,Warning
215900,3.66,4.32,37.4,1350,110,94.6,93.39999999999999,1.2,Warning
216000,3.49,1.53,24.8,1207,101,90.5,87.9,2.6,Warning
216100,3.62,4.74,29.2,1375,100,91.7,90.2,1.5,Warning
216200,3.65,4.01,26.8,1279,010,97.9,93.9,4.0,Fault
216300,3.71,4.77,30.2,1312,111,87.0,85.8,1.2,Warning
216400,3.76,3.71,32.7,1392,110,89.9,87.5,2.4,Warning
216500,3.5,2.45,26.7,1171,011,93.7,93.9,0.2,Normal
216600,3.52,4.75,28.2,1382,010,95.1,91.6,3.5,Fault
216700,3.47,2.1,34.8,1274,001,96.5,96.5,0.0,Normal
216800,3.58,2.33,36.8,1222,011,89.8,87.1,2.7,Warning
216900,3.65,3.8,32.5,1326,010,87.2,85.4,1.8,Warning
217000,3.7,4.06,29.3,1182,001,99.3,98.7,0.6,Normal
217100,3.59,4.72,28.8,1352,101,86.1,83.39999999999999,2.7,Warning
217200,3.57,1.82,32.7,1245,100,86.4,85.9,0.5,Normal
217300,3.62,4.19,31.1,1219,011,92.4,89.80000000000001,2.6,Warning
217400,3.52,3.95,21.8,1164,100,97.3,96.2,1.1,Warning
217500,3.81,1.26,32.9,1380,001,96.6,96.69999999999999,0.1,Normal
217600,3.44,2.55,25.7,1382,100,99.1,98.1,1.0,Normal
217700,3.62,2.13,22.9,1205,100,87.1,86.5,0.6,Normal
217800,3.8,2.22,21.7,1399,110,90.6,90.8,0.2,Normal
217900,3.6,4.93,28.9,1206,000,89.2,88.4,0.8,Normal
218000,3.58,3.57,24.9,1135,001,97.9,96.80000000000001,1.1,Warning
218100,3.56,3.87,18.4,1246,100,92.3,95.5,3.2,Fault
218200,3.58,4.91,28.2,1361,111,85.4,84.10000000000001,1.3,Warning
218300,3.74,2.51,27.5,1258,010,95.6,94.0,1.6,Warning
218400,3.38,4.21,29.3,1364,001,90.8,88.1,2.7,Warning
218500,3.75,2.74,26.9,1301,000,93.0,94.4,1.4,Warning
218600,3.46,4.48,39.1,1254,011,98.4,99.4,1.0,Normal
218700,3.57,1.72,32.6,1112,101,88.9,88.10000000000001,0.8,Normal
218800,3.56,4.79,27.5,1396,100,88.6,89.19999999999999,0.6,Normal
218900,3.66,1.88,29.7,1184,010,88.9,90.2,1.3,Warning
219000,3.44,2.3,37.1,1379,000,90.1,90.19999999999999,0.1,Normal
219100,3.65,4.02,34.8,1344,001,86.6,86.6,0.0,Normal
219200,3.8,2.58,23.0,1399,101,95.5,96.5,1.0,Normal
219300,3.46,3.43,25.1,1108,101,88.1,89.1,1.0,Normal
219400,3.62,2.78,26.1,1346,111,98.9,98.60000000000001,0.3,Normal
219500,3.53,3.97,27.8,1377,100,88.2,89.9,1.7,Warning
219600,3.64,1.91,27.0,1337,000,88.8,90.5,1.7,Warning
219700,3.6,1.23,30.2,1302,000,89.5,88.9,0.6,Normal
219800,3.54,2.2,33.7,1346,010,96.5,93.7,2.8,Warning
219900,3.65,2.9,34.5,1334,011,91.4,89.80000000000001,1.6,Warning
220000,3.78,1.67,28.4,1180,011,97.3,95.0,2.3,Warning
220100,3.58,2.42,21.8,1112,110,96.8,99.0,2.2,Warning
220200,3.67,2.6,24.8,1115,011,98.9,100.5,1.6,Warning
220300,3.47,1.23,27.4,1144,110,96.3,95.8,0.5,Normal
220400,3.5,3.33,23.8,1238,101,85.8,84.0,1.8,Warning
220500,3.65,4.54,35.7,1247,101,97.6,96.1,1.5,Warning
220600,3.75,1.61,24.1,1335,111,99.1,100.6,1.5,Warning
220700,3.64,3.39,33.1,1290,001,99.9,97.7,2.2,Warning
220800,3.57,3.66,21.6,1200,101,86.9,86.5,0.4,Normal
220900,3.6,2.68,33.3,1204,101,94.2,92.5,1.7,Warning
221000,3.47,3.8,29.3,1349,000,88.0,88.4,0.4,Normal
221100,3.66,2.64,37.6,1193,001,88.9,90.7,1.8,Warning
221200,3.69,3.02,24.3,1319,000,96.2,94.4,1.8,Warning
221300,3.55,1.03,27.2,1397,010,99.7,98.5,1.2,Warning
221400,3.55,3.77,28.1,1232,110,93.9,95.30000000000001,1.4,Warning
221500,3.63,3.65,29.2,1254,110,97.8,98.3,0.5,Normal
221600,3.56,1.15,28.3,1127,010,85.1,83.6,1.5,Warning
221700,3.59,2.47,28.4,1381,110,85.5,84.7,0.8,Normal
221800,3.81,4.92,28.3,1215,001,94.0,92.7,1.3,Warning
221900,3.58,2.68,19.6,1333,001,90.8,91.1,0.3,Normal
222000,3.56,3.01,35.0,1100,101,98.3,95.7,2.6,Warning
222100,3.54,4.64,44.3,1339,110,89.5,89.2,0.3,Normal
222200,3.67,3.87,31.5,1157,010,91.5,94.6,3.1,Fault
222300,3.58,3.33,24.3,1282,100,92.9,92.2,0.7,Normal
222400,3.54,4.19,24.8,1125,011,89.1,87.69999999999999,1.4,Warning
222500,3.73,4.46,33.1,1176,101,98.6,97.69999999999999,0.9,Normal
222600,3.74,2.83,31.9,1316,011,92.0,92.1,0.1,Normal
222700,3.54,2.9,28.6,1361,010,91.4,93.80000000000001,2.4,Warning
222800,3.41,2.54,33.8,1122,110,97.7,98.2,0.5,Normal
222900,3.7,4.87,19.7,1343,110,89.7,90.0,0.3,Normal
223000,3.53,3.79,33.8,1257,011,97.3,97.8,0.5,Normal
223100,3.68,1.33,31.2,1305,100,86.8,85.39999999999999,1.4,Warning
223200,3.4,4.45,25.0,1186,110,87.7,87.7,0.0,Normal
223300,3.69,2.92,22.8,1366,100,99.3,96.7,2.6,Warning
223400,3.48,1.28,30.6,1233,000,97.6,97.39999999999999,0.2,Normal
223500,3.67,3.2,37.0,1366,001,90.8,88.5,2.3,Warning
223600,3.6,2.67,28.9,1367,011,94.6,93.8,0.8,Normal
223700,3.5,4.51,25.7,1152,110,99.1,98.19999999999999,0.9,Normal
223800,3.56,1.82,31.0,1198,100,88.2,88.7,0.5,Normal
223900,3.67,4.31,39.1,1346,111,85.9,87.4,1.5,Warning
224000,3.61,3.23,32.2,1135,111,93.1,92.69999999999999,0.4,Normal
224100,3.66,1.22,32.7,1127,110,87.1,84.1,3.0,Warning
224200,3.8,4.89,36.1,1319,001,87.8,88.0,0.2,Normal
224300,3.44,3.05,32.4,1201,001,98.4,98.80000000000001,0.4,Normal
224400,3.76,2.16,26.1,1362,000,85.1,84.89999999999999,0.2,Normal
224500,3.61,2.88,21.3,1370,001,97.3,94.1,3.2,Fault
224600,3.51,4.43,25.4,1323,001,92.8,91.1,1.7,Warning
224700,3.47,2.22,24.5,1238,101,93.4,91.10000000000001,2.3,Warning
224800,3.58,1.77,33.3,1379,111,95.1,97.6,2.5,Warning
224900,3.69,1.52,34.0,1385,010,91.5,92.2,0.7,Normal
225000,3.59,2.19,30.9,1349,111,86.7,87.4,0.7,Normal
225100,3.75,4.12,23.7,1177,111,86.5,84.3,2.2,Warning
225200,3.45,2.89,38.9,1396,110,96.3,94.8,1.5,Warning
225300,3.6,1.91,27.9,1112,111,88.3,86.2,2.1,Warning
225400,3.47,1.66,33.0,1181,000,85.4,87.7,2.3,Warning
225500,3.64,2.33,30.2,1108,000,99.7,97.5,2.2,Warning
225600,3.69,4.76,31.0,1312,011,99.7,98.2,1.5,Warning
225700,3.56,2.37,32.8,1147,001,90.7,91.60000000000001,0.9,Normal
225800,3.34,4.95,26.5,1148,011,85.4,85.2,0.2,Normal
